"","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","Ward","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"1048",12621849,"JF149074",2022-02-18 10:46:00,"044XX W BELMONT AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2523",31,"04B",1146054,1920901,2022,"11/12/2022 03:46:21 PM",41.938940456,-87.738625234,"(41.938940456, -87.738625234)"
"1049",12618856,"JF145138",2022-02-15 12:39:00,"019XX W 19TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1234",25,"04B",1163840,1890755,2022,"11/12/2022 03:46:21 PM",41.855860367,-87.674108359,"(41.855860367, -87.674108359)"
"1050",12623391,"JF151016",2022-02-21 02:50:00,"013XX W AUGUSTA BLVD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1213",27,"04B",1167192,1906797,2022,"11/12/2022 03:46:21 PM",41.899809586,-87.661343886,"(41.899809586, -87.661343886)"
"1051",12618267,"JF144718",2022-02-15 01:14:00,"043XX W VAN BUREN ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1131",28,"04B",1147537,1897670,2022,"11/12/2022 03:46:21 PM",41.875163857,-87.733771557,"(41.875163857, -87.733771557)"
"1052",12624255,"JF152062",2022-02-22 02:00:00,"095XX S COMMERCIAL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0431",10,"04B",1197801,1842371,2022,"11/12/2022 03:46:21 PM",41.722308987,-87.551073137,"(41.722308987, -87.551073137)"
"1053",12616792,"JF142939",2022-02-13 04:46:00,"048XX S JUSTINE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0933",20,"04B",1166819,1872733,2022,"11/12/2022 03:46:21 PM",41.80634289,-87.66368964,"(41.80634289, -87.66368964)"
"1054",12620926,"JF147862",2022-02-17 06:41:00,"056XX S LAFLIN ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0713",16,"04B",1167298,1867413,2022,"11/12/2022 03:46:21 PM",41.791733938,-87.662085202,"(41.791733938, -87.662085202)"
"1055",12620497,"JF147283",2022-02-17 10:00:00,"002XX N CAMPBELL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1222",27,"04B",1159703,1901365,2022,"11/12/2022 03:46:21 PM",41.885061387,-87.689000876,"(41.885061387, -87.689000876)"
"1056",12613088,"JF138333",2022-02-08 07:06:00,"083XX S COTTAGE GROVE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","GAS STATION",FALSE,FALSE,"0632",8,"04B",1183009,1849965,2022,"11/12/2022 03:46:21 PM",41.743503863,-87.60501807,"(41.743503863, -87.60501807)"
"1057",12613572,"JF138911",2022-02-09 01:10:00,"035XX W 59TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0822",23,"04B",1153919,1865268,2022,"11/12/2022 03:46:21 PM",41.786123922,-87.711200824,"(41.786123922, -87.711200824)"
"1058",12616746,"JF142796",2022-02-12 11:09:00,"084XX S GILBERT CT","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0622",21,"04B",1172924,1848492,2022,"11/12/2022 03:46:21 PM",41.739690044,-87.642013367,"(41.739690044, -87.642013367)"
"1059",12618221,"JF144622",2022-02-14 10:03:00,"053XX S HOYNE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","VEHICLE NON-COMMERCIAL",FALSE,FALSE,"0932",16,"04B",1163272,1869047,2022,"11/12/2022 03:46:21 PM",41.796303152,-87.676802086,"(41.796303152, -87.676802086)"
"1060",12624273,"JF152089",2022-02-22 04:09:00,"013XX S CENTRAL PARK AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1011",24,"04B",1152586,1893520,2022,"11/12/2022 03:46:21 PM",41.863677518,-87.715343219,"(41.863677518, -87.715343219)"
"1061",12619054,"JF145625",2022-02-15 06:56:00,"022XX W DIVISION ST","041A","BATTERY","AGGRAVATED - HANDGUN","HOSPITAL BUILDING / GROUNDS",FALSE,FALSE,"1212",2,"04B",1161104,1907941,2022,"11/12/2022 03:46:21 PM",41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
"1062",12621717,"JF148885",2022-02-18 05:00:00,"039XX W 41ST ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0821",14,"04B",1150653,1877021,2022,"11/12/2022 03:46:21 PM",41.818440109,-87.722869688,"(41.818440109, -87.722869688)"
"1063",12617367,"JF143577",2022-02-13 10:20:00,"015XX W JONQUIL TER","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2422",49,"04B",1164551,1950995,2022,"11/12/2022 03:46:21 PM",42.021147165,-87.669787176,"(42.021147165, -87.669787176)"
"1064",12618788,"JF145302",2022-02-15 03:07:00,"028XX W HARRISON ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1135",28,"04B",1157578,1897241,2022,"11/12/2022 03:46:21 PM",41.873788251,-87.696916542,"(41.873788251, -87.696916542)"
"1065",12624389,"JF152184",2022-02-22 08:31:00,"045XX W CONGRESS PKWY","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1131",28,"04B",1146185,1897305,2022,"11/12/2022 03:46:21 PM",41.874188061,-87.738744893,"(41.874188061, -87.738744893)"
"1066",12613160,"JF138410",2022-02-08 11:16:00,"0000X N CENTRAL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1513",29,"04B",1139046,1899866,2022,"11/12/2022 03:46:21 PM",41.881348498,-87.764894125,"(41.881348498, -87.764894125)"
"1067",12634679,"JF164690",2022-03-05 11:30:00,"034XX W 47TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,"0821",14,"04B",1154422,1873263,2022,"11/12/2022 03:46:21 PM",41.808053339,-87.709143704,"(41.808053339, -87.709143704)"
"1068",12629223,"JF158076",2022-02-27 08:03:00,"079XX S DREXEL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0624",8,"04B",1183609,1852561,2022,"11/12/2022 03:46:21 PM",41.750613606,-87.602738891,"(41.750613606, -87.602738891)"
"1069",12634624,"JF164693",2022-03-06 12:00:00,"069XX S OGLESBY AVE","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0331",5,"04B",1192966,1859445,2022,"11/12/2022 03:46:21 PM",41.769280696,-87.568226646,"(41.769280696, -87.568226646)"
"1070",12633501,"JF163322",2022-03-04 04:09:00,"017XX W MONTVALE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2234",34,"04B",1166890,1829633,2022,"11/12/2022 03:46:21 PM",41.688068854,-87.664657669,"(41.688068854, -87.664657669)"
"1071",12629063,"JF157970",2022-02-27 06:18:00,"078XX S WOLCOTT AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0611",17,"04B",1165052,1852693,2022,"11/12/2022 03:46:21 PM",41.751388115,-87.670736724,"(41.751388115, -87.670736724)"
"1072",12631959,"JF161452",2022-03-02 11:05:00,"061XX S ARTESIAN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0825",16,"04B",1161089,1863977,2022,"11/12/2022 03:46:21 PM",41.782435869,-87.684947566,"(41.782435869, -87.684947566)"
"1073",12628681,"JF157400",2022-02-27 03:25:00,"052XX N PULASKI RD","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1712",39,"04B",1148782,1934448,2022,"11/12/2022 03:46:21 PM",41.976062077,-87.728247489,"(41.976062077, -87.728247489)"
"1074",12631904,"JF161409",2022-03-02 09:31:00,"076XX N PAULINA ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"2422",49,"04B",1163657,1950509,2022,"11/12/2022 03:46:21 PM",42.019832544,-87.673090871,"(42.019832544, -87.673090871)"
"1075",12635329,"JF165581",2022-03-06 09:55:00,"001XX E 56TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0231",20,"04B",1178253,1867931,2022,"11/12/2022 03:46:21 PM",41.792913639,-87.621899735,"(41.792913639, -87.621899735)"
"1076",12638980,"JF169818",2022-03-10 08:23:00,"057XX S LOOMIS BLVD","0450","BATTERY","AGGRAVATED POLICE OFFICER - HANDGUN","STREET",FALSE,FALSE,"0713",16,"04B",1167974,1866780,2022,"11/12/2022 03:46:21 PM",41.789982401,-87.659624623,"(41.789982401, -87.659624623)"
"1077",12629132,"JF158070",2022-02-27 03:00:00,"016XX W CONGRESS PKWY","041A","BATTERY","AGGRAVATED - HANDGUN","HOSPITAL BUILDING / GROUNDS",FALSE,FALSE,"1231",27,"04B",1165475,1897799,2022,"11/12/2022 03:46:21 PM",41.875155116,-87.667906709,"(41.875155116, -87.667906709)"
"1078",12628602,"JF157378",2022-02-27 04:01:00,"021XX W 24TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"1034",25,"04B",1162464,1888061,2022,"11/12/2022 03:46:21 PM",41.84849664,-87.679234277,"(41.84849664, -87.679234277)"
"1079",12628095,"JF156800",2022-02-26 11:00:00,"068XX S THROOP ST","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"0724",17,"04B",1168835,1859513,2022,"11/12/2022 03:46:21 PM",41.770022308,-87.656677258,"(41.770022308, -87.656677258)"
"1080",12626329,"JF154608",2022-02-24 12:00:00,"048XX S PRINCETON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0935",3,"04B",1175111,1872618,2022,"11/12/2022 03:46:21 PM",41.805846006,-87.633281042,"(41.805846006, -87.633281042)"
"1081",12634513,"JF164550",2022-03-05 07:42:00,"083XX S CONSTANCE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0412",8,"04B",1189980,1850041,2022,"11/12/2022 03:46:21 PM",41.743547671,-87.579473797,"(41.743547671, -87.579473797)"
"1082",12635401,"JF165637",2022-03-06 10:00:00,"036XX W 47TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0821",14,"04B",1152864,1873226,2022,"11/12/2022 03:46:21 PM",41.807982715,-87.71485909,"(41.807982715, -87.71485909)"
"1083",12639062,"JF169917",2022-03-10 11:36:00,"133XX S COMMERCIAL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0433",10,"04B",1198107,1817205,2022,"11/12/2022 03:46:21 PM",41.6532433,-87.550789675,"(41.6532433, -87.550789675)"
"1084",12637057,"JF167696",2022-03-08 08:33:00,"002XX W 63RD ST","041A","BATTERY","AGGRAVATED - HANDGUN","CTA TRAIN",FALSE,FALSE,"0711",20,"04B",1175827,1863196,2022,"11/12/2022 03:46:21 PM",41.779975054,-87.630937377,"(41.779975054, -87.630937377)"
"1085",12634595,"JF164677",2022-03-05 10:30:00,"028XX W LEXINGTON ST","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"1135",28,"04B",1157461,1896573,2022,"11/12/2022 03:46:21 PM",41.871957572,-87.697364283,"(41.871957572, -87.697364283)"
"1086",12634285,"JF164241",2022-03-05 02:18:00,"015XX E 67TH PL","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0332",5,"04B",1187608,1860538,2022,"11/12/2022 03:46:21 PM",41.772409096,-87.587831537,"(41.772409096, -87.587831537)"
"1087",12628054,"JF156605",2022-02-26 11:13:00,"064XX S MARYLAND AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0312",20,"04B",1183004,1862534,2022,"11/12/2022 03:46:21 PM",41.777994582,-87.604646278,"(41.777994582, -87.604646278)"
"1088",12630864,"JF160059",2022-03-01 04:59:00,"079XX S LAFLIN ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0612",21,"04B",1167710,1852276,2022,"11/12/2022 03:46:21 PM",41.750187225,-87.661008365,"(41.750187225, -87.661008365)"
"1089",12635425,"JF165681",2022-03-07 01:15:00,"059XX W FULTON ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1512",29,"04B",1136561,1901395,2022,"11/12/2022 03:46:21 PM",41.885589081,-87.773982482,"(41.885589081, -87.773982482)"
"1090",12631053,"JF160395",2022-03-01 11:24:00,"002XX W 76TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0623",17,"04B",1175740,1854567,2022,"11/12/2022 03:46:21 PM",41.756298051,-87.631514463,"(41.756298051, -87.631514463)"
"1091",12631957,"JF161475",2022-03-02 10:47:00,"077XX S WOOD ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0611",17,"04B",1165691,1853460,2022,"11/12/2022 03:46:21 PM",41.753479344,-87.668373369,"(41.753479344, -87.668373369)"
"1092",12629139,"JF157991",2022-02-27 06:38:00,"037XX S HERMITAGE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0912",12,"04B",1165296,1879971,2022,"11/12/2022 03:46:21 PM",41.826237197,-87.669070266,"(41.826237197, -87.669070266)"
"1093",12631522,"JF160940",2022-03-02 12:45:00,"011XX W 59TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0712",16,"04B",1169516,1865666,2022,"11/12/2022 03:46:21 PM",41.786892157,-87.654002826,"(41.786892157, -87.654002826)"
"1094",12630158,"JF159120",2022-02-28 04:45:00,"024XX W 63RD ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0825",16,"04B",1161295,1862816,2022,"11/12/2022 03:46:21 PM",41.779245661,-87.684224438,"(41.779245661, -87.684224438)"
"1095",12628774,"JF157546",2022-02-27 10:19:00,"011XX N RIDGEWAY AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1112",27,"04B",1151168,1907410,2022,"11/12/2022 03:46:21 PM",41.901821059,-87.720184345,"(41.901821059, -87.720184345)"
"1096",12634014,"JF163946",2022-03-05 06:51:00,"061XX S DR MARTIN LUTHER KING JR DR","041A","BATTERY","AGGRAVATED - HANDGUN","CTA BUS STOP",FALSE,FALSE,"0311",20,"04B",1179972,1864490,2022,"11/12/2022 03:46:21 PM",41.783432002,-87.615701737,"(41.783432002, -87.615701737)"
"1097",12638515,"JF169265",2022-03-10 12:18:00,"074XX S BENNETT AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0324",8,"04B",1189993,1856112,2022,"11/12/2022 03:46:21 PM",41.760206724,-87.579231197,"(41.760206724, -87.579231197)"
"1098",12633309,"JF162944",2022-03-04 11:05:00,"008XX S CAMPBELL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1135",28,"04B",1159855,1896169,2022,"11/12/2022 03:46:21 PM",41.870799948,-87.688586043,"(41.870799948, -87.688586043)"
"1099",12582047,"JF100266",2022-01-01 05:38:00,"082XX S HOUSTON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0424",7,"04B",1197919,1850918,2022,"10/11/2022 04:45:59 PM",41.745759689,-87.55035613,"(41.745759689, -87.55035613)"
"1100",12631384,"JF160697",2022-03-02 09:34:00,"034XX W LYNDALE ST","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - YARD (FRONT / BACK)",FALSE,FALSE,"1413",35,"04B",1153172,1914746,2022,"11/12/2022 03:46:21 PM",41.921912158,-87.712628352,"(41.921912158, -87.712628352)"
"1101",12629150,"JF158081",2022-02-27 09:02:00,"064XX S DR MARTIN LUTHER KING JR DR","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0312",20,"04B",1180025,1862499,2022,"11/12/2022 03:46:21 PM",41.777967289,-87.615568353,"(41.777967289, -87.615568353)"
"1102",12631969,"JF161508",2022-03-03 01:08:00,"069XX S PARNELL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0732",6,"04B",1173816,1858923,2022,"11/12/2022 03:46:21 PM",41.768294293,-87.638436541,"(41.768294293, -87.638436541)"
"1103",12629087,"JF157959",2022-02-27 06:00:00,"010XX N MENARD AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1511",29,"04B",1137503,1906300,2022,"11/12/2022 03:46:21 PM",41.899032124,-87.770405044,"(41.899032124, -87.770405044)"
"1104",12588648,"JF108284",2022-01-09 08:10:00,"013XX E 130TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0533",9,"04B",1187474,1819715,2022,"10/11/2022 04:45:59 PM",41.660389388,-87.589615379,"(41.660389388, -87.589615379)"
"1105",12635744,"JF166056",2022-03-07 11:45:00,"030XX W 25TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1033",12,"04B",1156586,1887249,2022,"11/12/2022 03:46:21 PM",41.846389251,-87.700828966,"(41.846389251, -87.700828966)"
"1106",12630040,"JF159177",2022-02-28 08:00:00,"006XX N ASHLAND AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1215",1,"04B",1165609,1904580,2022,"11/12/2022 03:46:21 PM",41.893759857,-87.667221463,"(41.893759857, -87.667221463)"
"1107",12634693,"JF164776",2022-03-06 01:43:00,"030XX S KOMENSKY AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - PORCH / HALLWAY",FALSE,FALSE,"1031",22,"04B",1149861,1884066,2022,"11/12/2022 03:46:21 PM",41.837787951,-87.725592228,"(41.837787951, -87.725592228)"
"1108",12633821,"JF163719",2022-03-05 12:13:00,"084XX S CREGIER AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE",FALSE,FALSE,"0412",8,"04B",1189659,1849400,2022,"11/12/2022 03:46:21 PM",41.741796417,-87.580670487,"(41.741796417, -87.580670487)"
"1109",12635424,"JF165685",2022-03-07 01:55:00,"004XX E 80TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0631",6,"04B",1180757,1852066,2022,"11/12/2022 03:46:21 PM",41.749321251,-87.613205046,"(41.749321251, -87.613205046)"
"1110",12626726,"JF155110",2022-02-24 08:54:00,"025XX S ST LOUIS AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1024",22,"04B",1153438,1886985,2022,"11/12/2022 03:46:21 PM",41.845727845,-87.712389042,"(41.845727845, -87.712389042)"
"1111",12635193,"JF165228",2022-03-06 02:40:00,"023XX S MILLARD AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1013",22,"04B",1152408,1888147,2022,"11/12/2022 03:46:21 PM",41.848936888,-87.716138429,"(41.848936888, -87.716138429)"
"1112",12634308,"JF164251",2022-03-05 02:32:00,"019XX E 72ND ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0333",5,"04B",1190152,1857608,2022,"11/12/2022 03:46:21 PM",41.764308047,-87.578600363,"(41.764308047, -87.578600363)"
"1113",12583354,"JF101749",2022-01-03 02:36:00,"054XX W MADISON ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1522",29,"04B",1140094,1899489,2022,"11/12/2022 03:46:21 PM",41.880294849,-87.761055094,"(41.880294849, -87.761055094)"
"1114",12635985,"JF166328",2022-03-07 05:45:00,"117XX S LOOMIS ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0524",34,"04B",1169110,1826898,2022,"11/12/2022 03:46:21 PM",41.68051598,-87.656609069,"(41.68051598, -87.656609069)"
"1115",12634767,"JF164883",2022-03-06 06:19:00,"057XX S WOLCOTT AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0715",15,"04B",1164666,1866664,2022,"11/12/2022 03:46:21 PM",41.789734575,-87.671757416,"(41.789734575, -87.671757416)"
"1116",12652172,"JF185567",2022-03-24 09:14:00,"072XX S LAFLIN ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0734",17,"04B",1167363,1856901,2022,"11/12/2022 03:46:21 PM",41.762886289,-87.662147705,"(41.762886289, -87.662147705)"
"1117",12647437,"JF179838",2022-03-19 10:43:00,"068XX S WOOD ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0726",17,"04B",1165525,1859428,2022,"11/12/2022 03:46:21 PM",41.769859877,-87.668812748,"(41.769859877, -87.668812748)"
"1118",12650891,"JF184185",2022-03-23 05:49:00,"037XX W 26TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1031",22,"04B",1152013,1886470,2022,"11/12/2022 03:46:21 PM",41.844342775,-87.717632254,"(41.844342775, -87.717632254)"
"1119",12641380,"JF172739",2022-03-13 04:53:00,"003XX S HAMLIN BLVD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1133",28,"04B",1151150,1898196,2022,"11/12/2022 03:46:21 PM",41.876537237,-87.720492177,"(41.876537237, -87.720492177)"
"1120",12650187,"JF183253",2022-03-22 09:43:00,"006XX W 116TH PL","041A","BATTERY","AGGRAVATED - HANDGUN","VEHICLE NON-COMMERCIAL",FALSE,FALSE,"0524",34,"04B",1174159,1827830,2022,"11/12/2022 03:46:21 PM",41.682963224,-87.63809976,"(41.682963224, -87.63809976)"
"1121",12644382,"JF176095",2022-03-16 04:33:00,"016XX S LAWNDALE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1014",24,"04B",1151968,1891620,2022,"11/12/2022 03:46:21 PM",41.858475883,-87.717661892,"(41.858475883, -87.717661892)"
"1122",12642344,"JF173653",2022-03-14 02:56:00,"012XX S MICHIGAN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - PORCH / HALLWAY",TRUE,FALSE,"0131",3,"04B",1177419,1894900,2022,"11/12/2022 03:46:21 PM",41.866937617,-87.624141504,"(41.866937617, -87.624141504)"
"1123",12643561,"JF175345",2022-03-16 12:28:00,"031XX N LONG AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"2514",30,"04B",1139812,1920559,2022,"11/12/2022 03:46:21 PM",41.938118509,-87.761574866,"(41.938118509, -87.761574866)"
"1124",12649043,"JF181883",2022-03-21 07:08:00,"047XX W GLADYS AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1131",28,"04B",1144750,1897933,2022,"11/12/2022 03:46:21 PM",41.875938528,-87.743997784,"(41.875938528, -87.743997784)"
"1125",12639824,"JF170897",2022-03-11 08:24:00,"038XX S CAMPBELL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0911",12,"04B",1160331,1878992,2022,"11/12/2022 03:46:21 PM",41.823654603,-87.687312871,"(41.823654603, -87.687312871)"
"1126",12644255,"JF175905",2022-03-16 02:21:00,"004XX E 89TH PL","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"0633",9,"04B",1180748,1845736,2022,"11/12/2022 03:46:21 PM",41.731951206,-87.613432067,"(41.731951206, -87.613432067)"
"1127",12642422,"JF173947",2022-03-14 06:44:00,"072XX S BENNETT AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0324",7,"04B",1189958,1857438,2022,"11/12/2022 03:46:21 PM",41.763846222,-87.579316872,"(41.763846222, -87.579316872)"
"1128",12649026,"JF181632",2022-03-21 04:00:00,"070XX S PRINCETON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - PORCH / HALLWAY",FALSE,FALSE,"0731",6,"04B",1175517,1858059,2022,"11/12/2022 03:46:21 PM",41.765885497,-87.632227405,"(41.765885497, -87.632227405)"
"1129",12645378,"JF177353",2022-03-17 04:25:00,"123XX S YALE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0523",34,"04B",1176840,1823147,2022,"11/12/2022 03:46:21 PM",41.670052557,-87.6284259,"(41.670052557, -87.6284259)"
"1130",12644152,"JF175968",2022-03-16 03:07:00,"003XX W 59TH PL","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0711",20,"04B",1174954,1865495,2022,"11/12/2022 03:46:21 PM",41.786303281,-87.634069362,"(41.786303281, -87.634069362)"
"1131",12647918,"JF180501",2022-03-20 03:46:00,"004XX S CENTRAL PARK AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1133",28,"04B",1152460,1897612,2022,"11/12/2022 03:46:21 PM",41.87490891,-87.715697679,"(41.87490891, -87.715697679)"
"1132",12643521,"JF175178",2022-03-15 08:00:00,"075XX N OAKLEY AVE","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",TRUE,TRUE,"2411",49,"04B",1159680,1949977,2022,"11/12/2022 03:46:21 PM",42.018455973,-87.687740637,"(42.018455973, -87.687740637)"
"1133",12651890,"JF185169",2022-03-23 03:28:00,"131XX S ST LAWRENCE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0533",9,"04B",1182583,1818155,2022,"11/12/2022 03:46:21 PM",41.65622293,-87.607561135,"(41.65622293, -87.607561135)"
"1134",12649079,"JF181994",2022-03-21 09:28:00,"073XX S ARTESIAN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE",FALSE,FALSE,"0835",18,"04B",1161311,1855999,2022,"11/12/2022 03:46:21 PM",41.760538512,-87.684354359,"(41.760538512, -87.684354359)"
"1135",12651041,"JF184283",2022-03-23 07:14:00,"053XX S ABERDEEN ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0934",20,"04B",1169887,1869494,2022,"11/12/2022 03:46:21 PM",41.797388573,-87.652531394,"(41.797388573, -87.652531394)"
"1136",12645401,"JF177373",2022-03-17 04:50:00,"001XX N LEAVITT ST","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"1223",27,"04B",1161728,1900806,2022,"11/12/2022 03:46:21 PM",41.88348548,-87.681580331,"(41.88348548, -87.681580331)"
"1137",12649153,"JF181918",2022-03-21 07:55:00,"014XX S BLUE ISLAND AVE","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"1232",25,"04B",1168627,1893531,2022,"11/12/2022 03:46:21 PM",41.863375747,-87.656457451,"(41.863375747, -87.656457451)"
"1138",12652179,"JF185549",2022-03-24 08:59:00,"076XX S MERRILL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0414",8,"04B",1191861,1854744,2022,"11/12/2022 03:46:21 PM",41.756407681,-87.572429412,"(41.756407681, -87.572429412)"
