"","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Vict Age","Status","Status Desc","LOCATION","LAT","LON"
"363","221710454","06/25/2022 12:00:00 AM",2022-06-25 12:00:00,"0020","17","Devonshire","1761",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","22700    DALE                         CT",34.2483,-118.6223
"364","221319138","10/10/2022 12:00:00 AM",2022-10-10 12:00:00,"1925","13","Newton","1352",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4300    AVALON                       BL",34.0035,-118.2691
"365","221013428","08/30/2022 12:00:00 AM",2022-08-30 12:00:00,"2345","10","West Valley","1034",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","6200    RESEDA                       BL",34.1829,-118.536
"366","221805035","01/23/2022 12:00:00 AM",2022-01-23 12:00:00,"1220","18","Southeast","1871",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ROSECRANS",33.9019,-118.2916
"367","220105636","01/28/2022 12:00:00 AM",2022-01-28 12:00:00,"2225","01","Central","0162",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","800 S  FLOWER                       ST",34.0473,-118.2601
"368","221304935","01/21/2022 12:00:00 AM",2022-01-21 12:00:00,"1410","13","Newton","1365",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","45TH                         ST",34.003,-118.25
"369","221215730","07/15/2022 12:00:00 AM",2022-07-15 12:00:00,"0320","12","77th Street","1266",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","700 W  81ST                         ST",33.9655,-118.286
"370","221000724","06/04/2022 12:00:00 AM",2022-06-04 12:00:00,"0310","10","West Valley","1021",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","19300    VANOWEN                      ST",34.1938,-118.5534
"371","220408402","05/08/2022 12:00:00 AM",2022-05-08 12:00:00,"2100","04","Hollenbeck","0471",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","EAGLE                        ST",34.0424,-118.2218
"372","222000903","08/28/2022 12:00:00 AM",2022-08-28 12:00:00,"0105","20","Olympic","2064",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","KINGSLEY                     DR",34.0472,-118.3031
"373","220505092","01/29/2022 12:00:00 AM",2022-01-29 12:00:00,"2230","05","Harbor","0519",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1800 E  M                            ST",33.7896,-118.2406
"374","220316694","09/12/2022 12:00:00 AM",2022-09-12 12:00:00,"2140","03","Southwest","0362",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","MARTIN LUTHER KING JR        BL",34.0176,-118.3458
"375","220606432","02/22/2022 12:00:00 AM",2022-02-22 12:00:00,"0300","06","Hollywood","0646",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","LAS PALMAS",34.098,-118.3366
"376","220605955","02/13/2022 12:00:00 AM",2022-02-13 12:00:00,"2210","06","Hollywood","0668",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","WESTERN",34.0929,-118.3092
"377","220311581","06/01/2022 12:00:00 AM",2022-06-01 12:00:00,"2310","03","Southwest","0315",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","2200 W  24TH                         ST",34.0349,-118.3148
"378","220207193","03/13/2022 12:00:00 AM",2022-03-13 12:00:00,"1630","02","Rampart","0299",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","PICO",34.0439,-118.2752
"379","221408028","03/21/2022 12:00:00 AM",2022-03-09 12:00:00,"1420","14","Pacific","1445",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","12700    MATTESON                     AV",33.9997,-118.4367
"380","221317168","09/05/2022 12:00:00 AM",2022-09-05 12:00:00,"2215","13","Newton","1361",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","50TH                         ST",33.9974,-118.2783
"381","221318233","09/24/2022 12:00:00 AM",2022-09-24 12:00:00,"0548","13","Newton","1381",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",39,"IC","Invest Cont","SLAUSON",33.9892,-118.2783
"382","220407237","04/05/2022 12:00:00 AM",2022-04-04 12:00:00,"2215","04","Hollenbeck","0411",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","300 N  AVENUE 21",34.0775,-118.2218
"383","220700521","01/14/2022 12:00:00 AM",2022-01-14 12:00:00,"2200","07","Wilshire","0735",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","5300    WILSHIRE                     BL",34.0622,-118.344
"384","221317538","09/12/2022 12:00:00 AM",2022-09-12 12:00:00,"2125","13","Newton","1326",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2700    HOOPER                       AV",34.0157,-118.2509
"385","221300934","08/25/2022 12:00:00 AM",2022-08-25 12:00:00,"0433","13","Newton","1313",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","700 E  17TH                         ST",34.0291,-118.2565
"386","220118143","08/13/2022 12:00:00 AM",2022-08-13 12:00:00,"0230","01","Central","0163",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","700 S  BROADWAY",34.0452,-118.2533
"387","221000564","02/07/2022 12:00:00 AM",2022-02-07 12:00:00,"2255","10","West Valley","1005",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8000    JAMIESON                     AV",34.2157,-118.522
"388","220217880","10/03/2022 12:00:00 AM",2022-10-03 12:00:00,"2130","02","Rampart","0237",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 W  2ND                          ST",34.0627,-118.2652
"389","221404232","01/05/2022 12:00:00 AM",2022-01-05 12:00:00,"2015","14","Pacific","1487",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","9200 S  SEPULVEDA                    BL",33.9533,-118.3961
"390","221814827","07/02/2022 12:00:00 AM",2022-07-02 12:00:00,"0220","18","Southeast","1823",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","300 E  98TH                         ST",33.9473,-118.2695
"391","221100649","04/07/2022 12:00:00 AM",2022-04-06 12:00:00,"1910","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","WELDON                       AV",34.1226,-118.2417
"392","221300874","07/22/2022 12:00:00 AM",2022-07-22 12:00:00,"0250","13","Newton","1395",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",32,"AA","Adult Arrest","300 E  68TH                         ST",33.9779,-118.2696
"393","221220753","10/02/2022 12:00:00 AM",2022-10-02 12:00:00,"2250","12","77th Street","1208",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","600 W  VERNON                       AV",34.0038,-118.2842
"394","220104624","01/11/2022 12:00:00 AM",2022-01-11 12:00:00,"1410","01","Central","0155",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"IC","Invest Cont","6TH                          ST",34.0439,-118.2479
"395","221814782","07/26/2022 12:00:00 AM",2022-07-26 12:00:00,"1155","18","Southeast","1836",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","103RD                        ST",33.9433,-118.2492
"396","220506858","03/16/2022 12:00:00 AM",2022-03-16 12:00:00,"1550","05","Harbor","0563",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","700 W  11TH                         ST",33.7342,-118.2924
"397","221900641","05/15/2022 12:00:00 AM",2022-05-15 12:00:00,"0050","19","Mission","1915",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","14100    HUBBARD                      ST",34.2995,-118.4392
"398","220409202","05/29/2022 12:00:00 AM",2022-05-29 12:00:00,"2235","04","Hollenbeck","0416",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","POMONA                       ST",34.0787,-118.2017
"399","221700827","05/31/2022 12:00:00 AM",2022-05-31 12:00:00,"1500","17","Devonshire","1791",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8400    WINNETKA                     AV",34.2222,-118.571
"400","221804334","01/07/2022 12:00:00 AM",2022-01-07 12:00:00,"2030","18","Southeast","1891",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","16700 S  FIGUEROA                     ST",33.8798,-118.2825
"401","221015361","10/18/2022 12:00:00 AM",2022-10-18 12:00:00,"0640","10","West Valley","1043",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","5600    RESEDA                       BL",34.1769,-118.5384
"402","220110212","04/13/2022 12:00:00 AM",2022-04-13 12:00:00,"0445","01","Central","0135",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4TH",34.0477,-118.2467
"403","221914558","09/17/2022 12:00:00 AM",2022-09-17 12:00:00,"0900","19","Mission","1989",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","13100    CANTARA                      ST",34.2246,-118.4153
"404","221500545","01/16/2022 12:00:00 AM",2022-01-16 12:00:00,"2225","15","N Hollywood","1502",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","SATICOY",34.205,-118.4094
"405","220600525","01/30/2022 12:00:00 AM",2022-01-30 12:00:00,"0143","06","Hollywood","0636",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1700 N  LAS PALMAS                   AV",34.1016,-118.3361
"406","221106660","03/14/2022 12:00:00 AM",2022-03-13 12:00:00,"2153","11","Northeast","1179",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","CARLOTA                      BL",34.0888,-118.209
"407","221313632","06/29/2022 12:00:00 AM",2022-06-29 12:00:00,"1627","13","Newton","1321",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","200 E  ADAMS                        BL",34.0289,-118.2686
"408","220614944","08/20/2022 12:00:00 AM",2022-08-20 12:00:00,"2200","06","Hollywood","0645",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",14,"IC","Invest Cont","6800    HOLLYWOOD                    BL",34.1016,-118.3387
"409","220405394","02/11/2022 12:00:00 AM",2022-02-11 12:00:00,"2300","04","Hollenbeck","0449",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2700    WABASH                       AV",34.0527,-118.1969
"410","220908247","04/22/2022 12:00:00 AM",2022-04-21 12:00:00,"2320","09","Van Nuys","0915",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","7100    LENNOX                       AV",34.1996,-118.4455
"411","221304140","01/04/2022 12:00:00 AM",2022-01-04 12:00:00,"1745","13","Newton","1331",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2700 S  MAIN                         ST",34.0238,-118.2693
"412","220700672","05/16/2022 12:00:00 AM",2022-05-16 12:00:00,"2240","07","Wilshire","0775",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4800 W  17TH                         ST",34.0449,-118.3411
"413","221607950","05/03/2022 12:00:00 AM",2022-05-03 12:00:00,"0225","16","Foothill","1698",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10100    ARMINTA                      ST",34.214,-118.3591
"414","221800801","10/15/2022 12:00:00 AM",2022-10-15 12:00:00,"0130","18","Southeast","1829",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","101ST                        ST",33.9449,-118.2332
"415","221300683","04/17/2022 12:00:00 AM",2022-04-17 12:00:00,"2320","13","Newton","1394",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","100 E  67TH                         ST",33.9788,-118.2739
"416","220710076","06/06/2022 12:00:00 AM",2022-06-06 12:00:00,"0001","07","Wilshire","0726",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","100 N  LA BREA                      AV",34.0726,-118.3463
"417","221215310","05/28/2022 12:00:00 AM",2022-05-28 12:00:00,"0130","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","600 E  82ND                         ST",33.9647,-118.2651
"418","221011064","06/30/2022 12:00:00 AM",2022-06-30 12:00:00,"1355","10","West Valley","1008",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","16200    GILMORE                      ST",34.1876,-118.4858
"419","221208921","03/30/2022 12:00:00 AM",2022-03-30 12:00:00,"1420","12","77th Street","1232",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","59TH                         ST",33.9872,-118.3286
"420","220400504","01/03/2022 12:00:00 AM",2022-01-03 12:00:00,"2045","04","Hollenbeck","0429",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3200    DORCHESTER                   AV",34.0824,-118.1643
"421","220306286","02/19/2022 12:00:00 AM",2022-02-18 12:00:00,"2200","03","Southwest","0399",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","FIGUEROA                     ST",34.0038,-118.2827
"422","220700847","09/26/2022 12:00:00 AM",2022-09-25 12:00:00,"0100","07","Wilshire","0736",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 S  DETROIT                      ST",34.0669,-118.3451
"423","221207679","03/08/2022 12:00:00 AM",2022-03-08 12:00:00,"1525","12","77th Street","1233",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 W  SLAUSON                      AV",33.9892,-118.3045
"424","222100675","04/30/2022 12:00:00 AM",2022-04-30 12:00:00,"2250","21","Topanga","2131",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",35,"IC","Invest Cont","6800    SUNSET RIDGE                 CT",34.1955,-118.6588
"425","221207828","03/10/2022 12:00:00 AM",2022-03-09 12:00:00,"1530","12","77th Street","1211",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","CRENSHAW                     BL",33.989,-118.3308
"426","220508953","05/10/2022 12:00:00 AM",2022-05-10 12:00:00,"0220","05","Harbor","0522",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","MCDONALD                     AV",33.778,-118.2715
"427","221610521","07/17/2022 12:00:00 AM",2022-07-17 12:00:00,"0352","16","Foothill","1685",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","11400    PENROSE                      ST",34.2219,-118.3814
"428","220116209","07/14/2022 12:00:00 AM",2022-07-14 12:00:00,"1755","01","Central","0158",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","6TH                          ST",34.0403,-118.2421
"429","220100544","02/19/2022 12:00:00 AM",2022-02-17 12:00:00,"2300","01","Central","0153",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",65,"IC","Invest Cont","500 S  SPRING                       ST",34.0467,-118.252
"430","221200530","01/21/2022 12:00:00 AM",2022-01-21 12:00:00,"1158","12","77th Street","1218",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","700 W  55TH                         ST",33.9923,-118.2856
"431","221314898","07/23/2022 12:00:00 AM",2022-07-23 12:00:00,"1827","13","Newton","1346",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","42ND                         ST",34.0066,-118.2474
"432","222015049","09/15/2022 12:00:00 AM",2022-09-15 12:00:00,"2130","20","Olympic","2073",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","15TH                         ST",34.0454,-118.3053
"433","221804532","01/11/2022 12:00:00 AM",2022-01-11 12:00:00,"2158","18","Southeast","1822",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 W  CENTURY                      BL",33.9456,-118.2804
"434","220308521","04/04/2022 12:00:00 AM",2022-04-03 12:00:00,"2345","03","Southwest","0362",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","3800    COCO                         AV",34.0168,-118.3492
"435","221808938","04/09/2022 12:00:00 AM",2022-04-09 12:00:00,"2045","18","Southeast","1802",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","100 W  89TH                         ST",33.9555,-118.2739
"436","221800560","03/23/2022 12:00:00 AM",2022-03-23 12:00:00,"0745","18","Southeast","1802",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","100 E  92ND                         ST",33.9528,-118.2739
"437","221611747","08/24/2022 12:00:00 AM",2022-08-21 12:00:00,"2100","16","Foothill","1645",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","12600    OSBORNE                      ST",34.2626,-118.4094
"438","221318112","09/22/2022 12:00:00 AM",2022-09-22 12:00:00,"2205","13","Newton","1344",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 E  42ND                         PL",34.0078,-118.2636
"439","220508882","05/07/2022 12:00:00 AM",2022-05-07 12:00:00,"1420","05","Harbor","0501",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","18200 S  VERMONT                      AV",33.865,-118.2905
"440","222000951","09/17/2022 12:00:00 AM",2022-09-17 12:00:00,"2310","20","Olympic","2023",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4TH                          ST",34.0672,-118.3028
"441","221500505","01/03/2022 12:00:00 AM",2022-01-03 12:00:00,"2128","15","N Hollywood","1505",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","7500    KRAFT                        AV",34.2066,-118.3802
"442","221108541","04/30/2022 12:00:00 AM",2022-04-30 12:00:00,"1100","11","Northeast","1183",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","1600 W  SUNSET                       BL",34.0832,-118.2572
"443","221300768","05/29/2022 12:00:00 AM",2022-05-29 12:00:00,"0030","13","Newton","1363",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","600 E  49TH                         ST",33.9986,-118.2652
"444","221301022","10/05/2022 12:00:00 AM",2022-10-05 12:00:00,"2225","13","Newton","1372",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5500    TOWNE                        AV",33.9924,-118.2674
"445","221800521","01/20/2022 12:00:00 AM",2022-01-20 12:00:00,"2055","18","Southeast","1821",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","600 W  95TH                         ST",33.9501,-118.2852
"446","220117158","07/30/2022 12:00:00 AM",2022-07-30 12:00:00,"1440","01","Central","0154",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","6TH",34.0446,-118.249
"447","221804493","01/11/2022 12:00:00 AM",2022-01-11 12:00:00,"0920","18","Southeast","1822",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","100 W  103RD                        ST",33.9429,-118.2739
"448","220212731","07/02/2022 12:00:00 AM",2022-07-02 12:00:00,"1955","02","Rampart","0285",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 W  12TH                         PL",34.0454,-118.2765
"449","221400993","07/29/2022 12:00:00 AM",2022-07-29 12:00:00,"1840","14","Pacific","1454",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",58,"IC","Invest Cont","12900    SHORT                        AV",33.9888,-118.4317
"450","221213602","06/11/2022 12:00:00 AM",2022-06-11 12:00:00,"2000","12","77th Street","1267",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","900 W  84TH                         ST",33.9624,-118.2895
"451","221111316","07/09/2022 12:00:00 AM",2022-07-08 12:00:00,"0250","11","Northeast","1159",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","4500 N  FIGUEROA                     ST",34.098,-118.2056
"452","220116039","07/12/2022 12:00:00 AM",2022-07-04 12:00:00,"2100","01","Central","0182",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1100 S  HOPE                         ST",34.0423,-118.263
"453","220400769","05/22/2022 12:00:00 AM",2022-05-22 12:00:00,"0330","04","Hollenbeck","0487",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1100    EUCLID                       AV",34.0276,-118.2146
"454","221306659","02/20/2022 12:00:00 AM",2022-02-20 12:00:00,"1545","13","Newton","1303",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","900 E  11TH                         ST",34.0329,-118.2493
"455","221111869","07/24/2022 12:00:00 AM",2022-07-24 12:00:00,"0040","11","Northeast","1173",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2000    ECHO PARK                    AV",34.0916,-118.2539
"456","221314763","07/20/2022 12:00:00 AM",2022-07-20 12:00:00,"2010","13","Newton","1383",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","100 W  62ND                         ST",33.9833,-118.2739
"457","220108064","03/11/2022 12:00:00 AM",2022-03-11 12:00:00,"1250","01","Central","0131",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",26,"IC","Invest Cont","100 S  FIGUEROA                     ST",34.0569,-118.254
"458","221314818","07/21/2022 12:00:00 AM",2022-07-21 12:00:00,"2100","13","Newton","1371",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5500 S  BROADWAY",33.9924,-118.2783
"459","220611527","06/09/2022 12:00:00 AM",2022-06-08 12:00:00,"1345","06","Hollywood","0668",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",46,"IC","Invest Cont","5500 W  SUNSET                       BL",34.0981,-118.3092
"460","221410220","05/03/2022 12:00:00 AM",2022-05-02 12:00:00,"2130","14","Pacific","1433",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",44,"IC","Invest Cont","2000    GLENCOE                      AV",34.002,-118.4514
"461","221814065","07/10/2022 12:00:00 AM",2022-07-10 12:00:00,"2055","18","Southeast","1836",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1200 E  108TH                        ST",33.9378,-118.2542
"462","221210913","04/29/2022 12:00:00 AM",2022-04-01 12:00:00,"1930","12","77th Street","1239",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",45,"IC","Invest Cont","DENVER                       AV",33.9876,-118.2838
"463","221221761","10/16/2022 12:00:00 AM",2022-10-16 12:00:00,"2215","12","77th Street","1258",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","200 E  78TH                         ST",33.9688,-118.2714
"464","220904013","01/02/2022 12:00:00 AM",2022-01-01 12:00:00,"2225","09","Van Nuys","0914",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",24,"IC","Invest Cont","15100    VANOWEN                      ST",34.1976,-118.4574
"465","221607035","04/05/2022 12:00:00 AM",2022-04-05 12:00:00,"1620","16","Foothill","1641",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",27,"JA","Juv Arrest","KEWEN",34.2545,-118.4272
"466","221800773","09/16/2022 12:00:00 AM",2022-09-16 12:00:00,"0140","18","Southeast","1891",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","168TH                        ST",33.8794,-118.2837
"467","220108237","03/14/2022 12:00:00 AM",2022-03-14 12:00:00,"0530","01","Central","0147",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5TH                          ST",34.0446,-118.245
"468","221300759","05/22/2022 12:00:00 AM",2022-05-22 12:00:00,"1420","13","Newton","1347",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4300    COMPTON                      AV",34.0057,-118.2474
"469","221811574","05/29/2022 12:00:00 AM",2022-05-29 12:00:00,"0125","18","Southeast","1849",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10900    ANZAC                        AV",33.9362,-118.238
"470","220311860","06/06/2022 12:00:00 AM",2022-06-06 12:00:00,"2210","03","Southwest","0312",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","LA BREA                      AV",34.0255,-118.3549
"471","221804085","01/02/2022 12:00:00 AM",2022-01-02 12:00:00,"1735","18","Southeast","1831",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","133RD                        ST",33.9201,-118.2868
"472","220900813","06/19/2022 12:00:00 AM",2022-06-18 12:00:00,"2220","09","Van Nuys","0901",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ZOMBAR",34.2075,-118.4673
"473","221311664","05/23/2022 12:00:00 AM",2022-05-23 12:00:00,"1100","13","Newton","1365",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4500    ASCOT                        AV",34.003,-118.25
"474","221300616","03/08/2022 12:00:00 AM",2022-03-08 12:00:00,"1600","13","Newton","1373",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","5200    WADSWORTH                    AV",33.9958,-118.2587
"475","221607793","04/29/2022 12:00:00 AM",2022-04-29 12:00:00,"2300","16","Foothill","1682",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",39,"AA","Adult Arrest","8700    AMBOY                        AV",34.2272,-118.3958
"476","221900695","07/06/2022 12:00:00 AM",2022-07-02 12:00:00,"2230","19","Mission","1964",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",38,"IC","Invest Cont","9200    CEDROS                       AV",34.2372,-118.4535
"477","221313650","06/28/2022 12:00:00 AM",2022-06-28 12:00:00,"2030","13","Newton","1307",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","700    MERCHANT                     ST",34.0372,-118.2418
"478","220715412","10/18/2022 12:00:00 AM",2022-10-18 12:00:00,"0135","07","Wilshire","0762",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1700    STEARNS                      DR",34.0465,-118.3727
"479","221816112","08/21/2022 12:00:00 AM",2022-08-21 12:00:00,"2000","18","Southeast","1826",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1500 E  92ND                         ST",33.9533,-118.2475
"480","221204177","01/03/2022 12:00:00 AM",2022-01-03 12:00:00,"2130","12","77th Street","1257",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","VERMONT                      AV",33.9707,-118.2916
"481","220313238","07/04/2022 12:00:00 AM",2022-07-03 12:00:00,"1200","03","Southwest","0395",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","4200 S  HOBART                       BL",34.0072,-118.3078
"482","221304468","01/11/2022 12:00:00 AM",2022-01-11 12:00:00,"1130","13","Newton","1395",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","500 E  FLORENCE                     AV",33.9784,-118.263
"483","220112284","05/13/2022 12:00:00 AM",2022-05-13 12:00:00,"1800","01","Central","0191",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1400    WRIGHT                       ST",34.0396,-118.2726
