"","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Vict Age","Status","Status Desc","LOCATION","LAT","LON"
"1","221400716","04/24/2022 12:00:00 AM",2022-04-22 12:00:00,"2350","14","Pacific","1453",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","13400    WASHINGTON                   BL",33.9922,-118.4443
"2","220500692","05/15/2022 12:00:00 AM",2022-05-15 12:00:00,"1140","05","Harbor","0516",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","L                            ST",33.7867,-118.2636
"3","222010856","06/07/2022 12:00:00 AM",2022-06-07 12:00:00,"1127","20","Olympic","2042",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","900 S  GRAMERCY                     PL",34.0559,-118.3132
"4","220506100","02/24/2022 12:00:00 AM",2022-02-24 12:00:00,"0140","05","Harbor","0564",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","400 W  4TH                          ST",33.7406,-118.2857
"5","220304301","01/06/2022 12:00:00 AM",2022-01-06 12:00:00,"2255","03","Southwest","0334",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","3000 W  30TH                         ST",34.0276,-118.3282
"6","221100872","09/07/2022 12:00:00 AM",2022-09-07 12:00:00,"2320","11","Northeast","1178",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",25,"IC","Invest Cont","300    AMABEL                       ST",34.0885,-118.2156
"7","221813390","06/28/2022 12:00:00 AM",2022-06-28 12:00:00,"0630","18","Southeast","1801",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8800    ORCHARD                      AV",33.958,-118.2882
"8","221814396","07/17/2022 12:00:00 AM",2022-07-17 12:00:00,"2335","18","Southeast","1823",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","300 E  COLDEN                       AV",33.9492,-118.2695
"9","221107535","04/05/2022 12:00:00 AM",2022-04-05 12:00:00,"1135","11","Northeast","1135",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3500    KINNEY                       ST",34.1131,-118.233
"10","221105352","02/07/2022 12:00:00 AM",2022-02-06 12:00:00,"2010","11","Northeast","1172",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600    MOHAWK                       ST",34.0845,-118.2622
"11","221400724","04/25/2022 12:00:00 AM",2022-04-25 12:00:00,"0530","14","Pacific","1427",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3100 S  BENTLEY                      AV",34.0265,-118.426
"12","220514430","10/03/2022 12:00:00 AM",2022-10-03 12:00:00,"2155","05","Harbor","0564",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3RD",33.7415,-118.2836
"13","221100539","01/23/2022 12:00:00 AM",2022-01-22 12:00:00,"2325","11","Northeast","1134",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","3200    DIVISION                     ST",34.1096,-118.2383
"14","221100673","04/17/2022 12:00:00 AM",2022-04-17 12:00:00,"0223","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3300    DREW                         ST",34.1199,-118.2431
"15","220118146","08/13/2022 12:00:00 AM",2022-08-13 12:00:00,"0555","01","Central","0162",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","800 S  FIGUEROA                     ST",34.0479,-118.2612
"16","220400523","01/19/2022 12:00:00 AM",2022-01-18 12:00:00,"2345","04","Hollenbeck","0471",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","JESSE                        ST",34.0368,-118.2242
"17","221205137","01/23/2022 12:00:00 AM",2022-01-23 12:00:00,"0355","12","77th Street","1215",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1000 W  53RD                         ST",33.9941,-118.2915
"18","220500802","09/16/2022 12:00:00 AM",2022-09-16 12:00:00,"1945","05","Harbor","0504",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 W  205TH                        ST",33.8448,-118.3066
"19","220901019","10/01/2022 12:00:00 AM",2022-09-30 12:00:00,"2343","09","Van Nuys","0939",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","OXNARD",34.1794,-118.4204
"20","221305892","02/06/2022 12:00:00 AM",2022-02-06 12:00:00,"2200","13","Newton","1375",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","55TH                         ST",33.993,-118.2521
"21","221300955","09/06/2022 12:00:00 AM",2022-09-05 12:00:00,"2055","13","Newton","1303",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",34,"IC","Invest Cont","1100 E  PICO                         BL",34.0341,-118.2507
"22","220509735","06/01/2022 12:00:00 AM",2022-06-01 12:00:00,"2200","05","Harbor","0564",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1ST",33.7433,-118.2805
"23","220500615","03/10/2022 12:00:00 AM",2022-03-10 12:00:00,"1935","05","Harbor","0522",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","I",33.781,-118.27
"24","221807725","03/18/2022 12:00:00 AM",2022-03-18 12:00:00,"2003","18","Southeast","1871",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","146TH",33.8996,-118.2857
"25","220507832","04/11/2022 12:00:00 AM",2022-04-11 12:00:00,"0001","05","Harbor","0524",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 N  WILMINGTON                   BL",33.7749,-118.2764
"26","221309080","04/05/2022 12:00:00 AM",2022-04-04 12:00:00,"1845","13","Newton","1317",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","CENTRAL                      AV",34.028,-118.2473
"27","222106858","03/16/2022 12:00:00 AM",2022-03-05 12:00:00,"0230","21","Topanga","2149",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",24,"IC","Invest Cont","6800    WINNETKA                     AV",34.1938,-118.571
"28","220401043","08/21/2022 12:00:00 AM",2022-08-21 12:00:00,"2220","04","Hollenbeck","0427",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","HUNTINGTON DR",34.0862,-118.1784
"29","220504176","01/06/2022 12:00:00 AM",2022-01-06 12:00:00,"0530","05","Harbor","0519",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","LOMITA",33.7974,-118.2372
"30","222000545","02/02/2022 12:00:00 AM",2022-02-02 12:00:00,"0950","20","Olympic","2002",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","OAKWOOD                      AV",34.0772,-118.3113
"31","221218016","08/20/2022 12:00:00 AM",2022-08-20 12:00:00,"0300","12","77th Street","1267",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","500 W  83RD                         ST",33.9632,-118.2827
"32","221900516","01/16/2022 12:00:00 AM",2022-01-16 12:00:00,"2125","19","Mission","1918",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",50,"IC","Invest Cont","13700    FOOTHILL                     BL",34.3087,-118.4319
"33","222100716","05/28/2022 12:00:00 AM",2022-05-28 12:00:00,"2230","21","Topanga","2136",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",67,"IC","Invest Cont","7300    MILWOOD                      AV",34.2029,-118.5943
"34","221206447","02/15/2022 12:00:00 AM",2022-02-15 12:00:00,"1815","12","77th Street","1208",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","600 W  51ST                         ST",33.9965,-118.2843
"35","220305825","02/10/2022 12:00:00 AM",2022-02-10 12:00:00,"0230","03","Southwest","0321",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","EXPOSITION                   BL",34.0249,-118.3572
"36","221817917","09/25/2022 12:00:00 AM",2022-09-25 12:00:00,"0035","18","Southeast","1834",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","700 E  108TH                        ST",33.9383,-118.263
"37","221316570","08/25/2022 12:00:00 AM",2022-08-25 12:00:00,"2015","13","Newton","1344",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 E  42ND                         PL",34.0078,-118.2636
"38","221100737","05/30/2022 12:00:00 AM",2022-05-29 12:00:00,"2155","11","Northeast","1118",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5600    BALTIMORE                    ST",34.1174,-118.1972
"39","221204122","01/03/2022 12:00:00 AM",2022-01-02 12:00:00,"1900","12","77th Street","1259",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","FLORENCE",33.9747,-118.2614
"40","221104938","01/26/2022 12:00:00 AM",2022-01-26 12:00:00,"2335","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",47,"IC","Invest Cont","3000    CARMEL                       ST",34.1224,-118.2535
"41","220404922","01/31/2022 12:00:00 AM",2022-01-31 12:00:00,"1615","04","Hollenbeck","0451",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ANDERSON                     ST",34.0478,-118.2267
"42","220100511","01/13/2022 12:00:00 AM",2022-01-13 12:00:00,"2310","01","Central","0111",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","900 N  ALAMEDA                      ST",34.0615,-118.2412
"43","220605252","01/29/2022 12:00:00 AM",2022-01-28 12:00:00,"1830","06","Hollywood","0668",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","VIRGINIA                     AV",34.0918,-118.3109
"44","221207446","03/05/2022 12:00:00 AM",2022-03-04 12:00:00,"2200","12","77th Street","1259",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","AVALON                       BL",33.9693,-118.2652
"45","221307152","03/01/2022 12:00:00 AM",2022-03-01 12:00:00,"1930","13","Newton","1344",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 E  41ST                         PL",34.0082,-118.2688
"46","221405360","01/29/2022 12:00:00 AM",2022-01-29 12:00:00,"2140","14","Pacific","1483",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8600    GULANA                       AV",33.9589,-118.4346
"47","221809038","04/11/2022 12:00:00 AM",2022-04-11 12:00:00,"2228","18","Southeast","1842",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10900 S  FIGUEROA                     ST",33.9374,-118.2826
"48","221310153","04/25/2022 12:00:00 AM",2022-04-24 12:00:00,"1800","13","Newton","1313",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",66,"IC","Invest Cont","800 E  20TH                         ST",34.0263,-118.257
"49","220600893","09/05/2022 12:00:00 AM",2022-09-05 12:00:00,"0115","06","Hollywood","0643",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","SUNSET                       BL",34.098,-118.3462
"50","220210873","05/26/2022 12:00:00 AM",2022-05-26 12:00:00,"0040","02","Rampart","0256",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","WILSHIRE",34.0564,-118.2725
"51","220400556","02/13/2022 12:00:00 AM",2022-02-13 12:00:00,"1910","04","Hollenbeck","0478",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","700 S  CONCORD                      ST",34.0304,-118.2022
"52","220708788","05/04/2022 12:00:00 AM",2022-05-04 12:00:00,"0005","07","Wilshire","0723",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"AA","Adult Arrest","8100    BEVERLY                      BL",34.0761,-118.3659
"53","221007147","03/25/2022 12:00:00 AM",2022-03-25 12:00:00,"2320","10","West Valley","1008",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","VANOWEN                      ST",34.2077,-118.4912
"54","220900857","07/10/2022 12:00:00 AM",2022-07-10 12:00:00,"0215","09","Van Nuys","0966",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",22,"IC","Invest Cont","4900    NAGLE                        AV",34.1595,-118.4236
"55","220506995","03/20/2022 12:00:00 AM",2022-03-19 12:00:00,"1700","05","Harbor","0585",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","500 W  20TH                         ST",33.7261,-118.288
"56","220713905","09/09/2022 12:00:00 AM",2022-09-09 12:00:00,"1540","07","Wilshire","0701",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","MELROSE",34.0847,-118.3686
"57","221208203","03/17/2022 12:00:00 AM",2022-03-17 12:00:00,"1315","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","WADSWORTH                    AV",33.9665,-118.2586
"58","220600891","09/05/2022 12:00:00 AM",2022-09-05 12:00:00,"0035","06","Hollywood","0656",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","HUDSON",34.0889,-118.3321
"59","222000944","09/12/2022 12:00:00 AM",2022-09-12 12:00:00,"2320","20","Olympic","2022",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4300 W  4TH                          ST",34.0671,-118.3104
"60","222012888","08/01/2022 12:00:00 AM",2022-08-01 12:00:00,"1920","20","Olympic","2001",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","MELROSE",34.0835,-118.3135
"61","221511348","06/21/2022 12:00:00 AM",2022-06-21 12:00:00,"2025","15","N Hollywood","1527",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","6400    FAIR                         AV",34.1867,-118.3747
"62","221217933","08/18/2022 12:00:00 AM",2022-08-18 12:00:00,"1225","12","77th Street","1231",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",37,"IC","Invest Cont","4100 W  63RD                         ST",33.9826,-118.346
"63","220400547","02/07/2022 12:00:00 AM",2022-02-07 12:00:00,"2110","04","Hollenbeck","0402",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3900    EVADALE                      DR",34.0935,-118.2005
"64","222106760","03/14/2022 12:00:00 AM",2022-03-14 12:00:00,"0200","21","Topanga","2107",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",35,"IC","Invest Cont","20900    ROSCOE                       BL",34.2234,-118.5932
"65","220306027","02/15/2022 12:00:00 AM",2022-02-15 12:00:00,"0500","03","Southwest","0392",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","7TH                          AV",34,-118.3247
"66","221605948","03/02/2022 12:00:00 AM",2022-03-02 12:00:00,"2030","16","Foothill","1656",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",63,"IC","Invest Cont","10300    WESCOTT                      AV",34.2561,-118.3175
"67","221300521","01/15/2022 12:00:00 AM",2022-01-15 12:00:00,"0155","13","Newton","1342",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3500    TRINITY                      ST",34.0154,-118.2678
"68","221206994","02/25/2022 12:00:00 AM",2022-02-25 12:00:00,"2130","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","300 E  79TH                         ST",33.9674,-118.2695
"69","220316455","09/07/2022 12:00:00 AM",2022-09-07 12:00:00,"2300","03","Southwest","0363",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","3700    SANTA ROSALIA                DR",34.0077,-118.3383
"70","221813636","07/02/2022 12:00:00 AM",2022-07-02 12:00:00,"1750","18","Southeast","1822",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10100 S  GRAND                        AV",33.9446,-118.2804
"71","221612494","09/19/2022 12:00:00 AM",2022-09-19 12:00:00,"0150","16","Foothill","1622",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","13900    VAUGHN                       ST",34.2714,-118.4363
"72","221315819","08/10/2022 12:00:00 AM",2022-08-10 12:00:00,"0100","13","Newton","1353",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","900 E  43RD                         ST",34.0057,-118.2599
"73","220212873","07/05/2022 12:00:00 AM",2022-07-05 12:00:00,"2000","02","Rampart","0217",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","WESTLAKE",34.0723,-118.265
"74","221008691","05/02/2022 12:00:00 AM",2022-05-02 12:00:00,"0145","10","West Valley","1025",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","DARBY                        ST",34.2011,-118.5335
"75","221900651","05/24/2022 12:00:00 AM",2022-05-24 12:00:00,"1500","19","Mission","1934",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","SAN FERNANDO                 BL",34.2747,-118.4696
"76","221814083","07/11/2022 12:00:00 AM",2022-07-11 12:00:00,"1300","18","Southeast","1831",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","126TH                        ST",33.9188,-118.283
"77","222000735","05/18/2022 12:00:00 AM",2022-05-18 12:00:00,"2020","20","Olympic","2021",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","LORRAINE",34.0617,-118.3199
"78","221714975","10/19/2022 12:00:00 AM",2022-10-19 12:00:00,"0035","17","Devonshire","1796",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8600    BALBOA                       BL",34.2267,-118.5026
"79","221606032","03/05/2022 12:00:00 AM",2022-03-05 12:00:00,"2320","16","Foothill","1621",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","13900    FILMORE                      ST",34.2611,-118.4362
"80","221104026","01/02/2022 12:00:00 AM",2022-01-02 12:00:00,"0400","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","3400    FLETCHER                     DR",34.1186,-118.2404
"81","221300942","08/28/2022 12:00:00 AM",2022-08-28 12:00:00,"1400","13","Newton","1367",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","STAUNTON                     AV",33.9993,-118.2432
"82","221800551","03/15/2022 12:00:00 AM",2022-03-15 12:00:00,"2320","18","Southeast","1826",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",15,"JA","Juv Arrest","1500 E  99TH                         ST",33.947,-118.2481
"83","220115655","07/07/2022 12:00:00 AM",2022-07-06 12:00:00,"1500","01","Central","0142",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","300 S  GRAND",34.053,-118.2512
"84","221200826","10/09/2022 12:00:00 AM",2022-10-09 12:00:00,"0225","12","77th Street","1215",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","1300 W  57TH                         ST",33.9909,-118.2981
"85","221200748","07/22/2022 12:00:00 AM",2022-07-22 12:00:00,"1600","12","77th Street","1213",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5500    DENKER                       AV",33.9921,-118.3108
"86","220506872","03/17/2022 12:00:00 AM",2022-03-16 12:00:00,"2130","05","Harbor","0529",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","100 E  ANAHEIM                      ST",33.78,-118.2624
"87","221200643","04/23/2022 12:00:00 AM",2022-04-23 12:00:00,"0705","12","77th Street","1249",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",38,"IC","Invest Cont","7000    ESTRELLA                     AV",33.9761,-118.2849
"88","220317022","09/18/2022 12:00:00 AM",2022-09-18 12:00:00,"2230","03","Southwest","0301",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","5600 W  ADAMS                        BL",34.0334,-118.3639
"89","220400890","07/04/2022 12:00:00 AM",2022-07-03 12:00:00,"2354","04","Hollenbeck","0412",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","AVENUE 25",34.078,-118.2181
"90","220607009","03/05/2022 12:00:00 AM",2022-03-05 12:00:00,"1630","06","Hollywood","0668",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5500    VIRGINIA                     AV",34.0918,-118.3092
"91","221812107","06/04/2022 12:00:00 AM",2022-06-04 12:00:00,"2015","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","98TH",33.9475,-118.2652
"92","221100582","02/24/2022 12:00:00 AM",2022-02-24 12:00:00,"2205","11","Northeast","1102",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4000    BAYWOOD                      ST",34.1352,-118.2703
"93","220500551","01/23/2022 12:00:00 AM",2022-01-23 12:00:00,"2055","05","Harbor","0501",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","18600 S  VERMONT                      AV",33.862,-118.2905
"94","221013034","08/21/2022 12:00:00 AM",2022-08-21 12:00:00,"0545","10","West Valley","1015",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","7200    WHITE OAK                    AV",34.2048,-118.5273
"95","221409279","04/17/2022 12:00:00 AM",2022-04-17 12:00:00,"0530","14","Pacific","1435",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3500    PURDUE                       AV",34.0158,-118.4258
"96","221500718","04/10/2022 12:00:00 AM",2022-04-10 12:00:00,"2335","15","N Hollywood","1585",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4000    ARCH                         DR",34.1409,-118.3714
"97","221200703","06/18/2022 12:00:00 AM",2022-06-18 12:00:00,"0230","12","77th Street","1251",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3400 W  FLORENCE                     AV",33.9745,-118.3309
"98","221300806","06/11/2022 12:00:00 AM",2022-06-11 12:00:00,"0310","13","Newton","1372",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","200 E  56TH                         ST",33.9916,-118.272
"99","220900965","09/10/2022 12:00:00 AM",2022-09-10 12:00:00,"0202","09","Van Nuys","0926",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",38,"IC","Invest Cont","KITTRIDGE                    ST",34.1907,-118.4465
"100","221200562","02/18/2022 12:00:00 AM",2022-02-18 12:00:00,"0855","12","77th Street","1267",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","85TH                         ST",33.9611,-118.2827
"101","221100798","07/10/2022 12:00:00 AM",2022-07-09 12:00:00,"2255","11","Northeast","1135",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3300    DIVISION                     ST",34.1164,-118.2332
"102","220915170","10/19/2022 12:00:00 AM",2022-10-19 12:00:00,"0430","09","Van Nuys","0932",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","15000    CALVERT                      ST",34.1811,-118.4594
"103","220213802","07/25/2022 12:00:00 AM",2022-07-25 12:00:00,"1355","02","Rampart","0269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8TH                          ST",34.0501,-118.2686
"104","220507367","03/30/2022 12:00:00 AM",2022-03-30 12:00:00,"0100","05","Harbor","0505",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","800 W  190TH                        ST",33.8583,-118.2973
"105","220300676","05/31/2022 12:00:00 AM",2022-05-31 12:00:00,"2101","03","Southwest","0321",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"AA","Adult Arrest","5600    CORBETT                      ST",34.0247,-118.3669
"106","220514204","09/28/2022 12:00:00 AM",2022-09-28 12:00:00,"0010","05","Harbor","0515",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1400    RONAN                        AV",33.7907,-118.2729
"107","220705986","02/22/2022 12:00:00 AM",2022-02-22 12:00:00,"1927","07","Wilshire","0782",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","2300 S  FAIRFAX                      AV",34.0373,-118.3687
"108","220209922","05/05/2022 12:00:00 AM",2022-05-05 12:00:00,"1005","02","Rampart","0269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8TH                          ST",34.0502,-118.2691
"109","221814968","07/30/2022 12:00:00 AM",2022-07-14 12:00:00,"0001","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",58,"IC","Invest Cont","600 E  97TH                         ST",33.9483,-118.2652
"110","221218775","09/01/2022 12:00:00 AM",2022-09-01 12:00:00,"0015","12","77th Street","1258",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","100 W  78TH                         ST",33.9689,-118.2739
"111","221319042","10/09/2022 12:00:00 AM",2022-10-08 12:00:00,"2000","13","Newton","1353",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4300    MCKINLEY                     AV",34.0057,-118.2609
"112","221100589","03/06/2022 12:00:00 AM",2022-03-05 12:00:00,"2005","11","Northeast","1137",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","300 N  AVE 53",34.1091,-118.1998
"113","221310409","04/30/2022 12:00:00 AM",2022-04-30 12:00:00,"1505","13","Newton","1333",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","32ND                         ST",34.0154,-118.2604
"114","221009671","05/26/2022 12:00:00 AM",2022-05-26 12:00:00,"2310","10","West Valley","1001",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","7900    TAMPA                        AV",34.2138,-118.5535
"115","221100857","08/28/2022 12:00:00 AM",2022-08-28 12:00:00,"1930","11","Northeast","1137",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","AVENUE 52",34.1125,-118.204
"116","220104281","01/05/2022 12:00:00 AM",2022-01-05 12:00:00,"1105","01","Central","0158",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","7TH",34.038,-118.243
"117","220513431","09/07/2022 12:00:00 AM",2022-09-07 12:00:00,"1530","05","Harbor","0526",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","800 N  AVALON                       BL",33.7798,-118.2656
"118","220200614","03/13/2022 12:00:00 AM",2022-03-13 12:00:00,"1450","02","Rampart","0289",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","1500 W  11TH                         PL",34.0462,-118.2738
"119","221405433","01/30/2022 12:00:00 AM",2022-01-30 12:00:00,"0150","14","Pacific","1433",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1900    PENMAR                       AV",34.0009,-118.4558
"120","220300522","01/16/2022 12:00:00 AM",2022-01-16 12:00:00,"2230","03","Southwest","0373",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","3800    CRENSHAW                     BL",34.0173,-118.3349
"121","221104476","01/14/2022 12:00:00 AM",2022-01-14 12:00:00,"1325","11","Northeast","1158",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ELM",34.0951,-118.2171
